post,comment
"$BRENT oil naik 3%

$MEDC malah amblas 4%an
Sudah tak koheren lagi?

Buy bertahap", optimis ya bro? tp kmrn kata nya oversupply minyak d us wkwkw
"$BRENT oil naik 3%

$MEDC malah amblas 4%an
Sudah tak koheren lagi?

Buy bertahap", berikan data bro
"angin segar buat saham-saham oil, tapi apakah likuiditas market bisa angkat sahamnya?
naik sedikit, banyak turunnya.

$ELSA $MEDC $ANTM $MDKA $MBMA","Naik lg bro 😁
Makin ga sabar $BRENT otw $88"
"angin segar buat saham-saham oil, tapi apakah likuiditas market bisa angkat sahamnya?
naik sedikit, banyak turunnya.

$ELSA $MEDC $ANTM $MDKA $MBMA"," masalahnya market lagi kering likuiditasnya bro, naik sebentar doang kegebuk big banks anjlok ikutan turun lagi.
semoga kelar dah asing jualan big banks nyaa"
"angin segar buat saham-saham oil, tapi apakah likuiditas market bisa angkat sahamnya?
naik sedikit, banyak turunnya.

$ELSA $MEDC $ANTM $MDKA $MBMA"," yakin big banks bisa drive komoditas sekuat itu? Tiap season ada masanya, tiap masa ada seasonnya brow... santai aja.... oil and gas will play the game kok"
"angin segar buat saham-saham oil, tapi apakah likuiditas market bisa angkat sahamnya?
naik sedikit, banyak turunnya.

$ELSA $MEDC $ANTM $MDKA $MBMA","betull
buy bertahap sampe oil strong"
"angin segar buat saham-saham oil, tapi apakah likuiditas market bisa angkat sahamnya?
naik sedikit, banyak turunnya.

$ELSA $MEDC $ANTM $MDKA $MBMA","bentar kok
kalau bndar mau acc sebulan bisa 1800 nih $MEDC "
"$MEDC minyak mentah dh pada naik efek WWD3, ini medco kok ga naik² ya. njirrr njirr$IHSG $MEDC mana nih .. Wkwkwkkw","$MEDC minyak mentah dh pada naik efek WWD3, ini medco kok ga naik² ya. njirrr njirr$IHSG $MEDC mana nih .. Wkwkwkkw"
"$MEDC minyak mentah dh pada naik efek WWD3, ini medco kok ga naik² ya. njirrr njirr$IHSG $MEDC mana nih .. Wkwkwkkw",Hancur njirr mecd gini trs
"$MEDC minyak mentah dh pada naik efek WWD3, ini medco kok ga naik² ya. njirrr njirr$IHSG $MEDC mana nih .. Wkwkwkkw",kyknya lagi nampung yg jual panik dulu
"$IHSG gua terus anomali ya di era pak Jokowi ini.
hilirisasi tapi $MDKA net profit nya biasa aja
pembangunan infrastruktur massif tapi gua liat $WSKT merugi . semen membatu.
ekonomi tumbuh 5% CKPN bengkak $BTPS
ga logis kan.
antara sebab akibat nya engga nyambung gitu.
belum regulasi nya engga melindungi usaha lokal. gua yakin ke depan $TLKM banyak pengurangan karyawan karena sudah kayak pasar bebas aja ini ada starlink lagi. bisnis tower juga terancam"," gw baru aja mikir gini bang..
ada ""miss"" dimana kebijakan pusat itu sering gak jalan didaerah. contohnya daerah gw yg dilewati tol trans jawa bukannya fokus sama wisata malah gak jelas arahnya kemana"
"$IHSG gua terus anomali ya di era pak Jokowi ini.
hilirisasi tapi $MDKA net profit nya biasa aja
pembangunan infrastruktur massif tapi gua liat $WSKT merugi . semen membatu.
ekonomi tumbuh 5% CKPN bengkak $BTPS
ga logis kan.
antara sebab akibat nya engga nyambung gitu.
belum regulasi nya engga melindungi usaha lokal. gua yakin ke depan $TLKM banyak pengurangan karyawan karena sudah kayak pasar bebas aja ini ada starlink lagi. bisnis tower juga terancam", Yang penting berkelanjutkan pak..
"$IHSG gua terus anomali ya di era pak Jokowi ini.
hilirisasi tapi $MDKA net profit nya biasa aja
pembangunan infrastruktur massif tapi gua liat $WSKT merugi . semen membatu.
ekonomi tumbuh 5% CKPN bengkak $BTPS
ga logis kan.
antara sebab akibat nya engga nyambung gitu.
belum regulasi nya engga melindungi usaha lokal. gua yakin ke depan $TLKM banyak pengurangan karyawan karena sudah kayak pasar bebas aja ini ada starlink lagi. bisnis tower juga terancam",Dan sedihnya masyrakat kebanyakan ga bisa berpikir seperti ini bang.
"$IHSG gua terus anomali ya di era pak Jokowi ini.
hilirisasi tapi $MDKA net profit nya biasa aja
pembangunan infrastruktur massif tapi gua liat $WSKT merugi . semen membatu.
ekonomi tumbuh 5% CKPN bengkak $BTPS
ga logis kan.
antara sebab akibat nya engga nyambung gitu.
belum regulasi nya engga melindungi usaha lokal. gua yakin ke depan $TLKM banyak pengurangan karyawan karena sudah kayak pasar bebas aja ini ada starlink lagi. bisnis tower juga terancam",sederhanya negara kita ini masih sakit.... jadi ga bakalan fokus sama peningkatan kesejahteraan.....sampai koruptor di hukum mati.
"$IHSG gua terus anomali ya di era pak Jokowi ini.
hilirisasi tapi $MDKA net profit nya biasa aja
pembangunan infrastruktur massif tapi gua liat $WSKT merugi . semen membatu.
ekonomi tumbuh 5% CKPN bengkak $BTPS
ga logis kan.
antara sebab akibat nya engga nyambung gitu.
belum regulasi nya engga melindungi usaha lokal. gua yakin ke depan $TLKM banyak pengurangan karyawan karena sudah kayak pasar bebas aja ini ada starlink lagi. bisnis tower juga terancam"," tp rakyat juga suka yg kayak gitu, biar bisa punya ini itu buat pamer walaupun utang sana sini."
"$IHSG gua terus anomali ya di era pak Jokowi ini.
hilirisasi tapi $MDKA net profit nya biasa aja
pembangunan infrastruktur massif tapi gua liat $WSKT merugi . semen membatu.
ekonomi tumbuh 5% CKPN bengkak $BTPS
ga logis kan.
antara sebab akibat nya engga nyambung gitu.
belum regulasi nya engga melindungi usaha lokal. gua yakin ke depan $TLKM banyak pengurangan karyawan karena sudah kayak pasar bebas aja ini ada starlink lagi. bisnis tower juga terancam"," menrt saya era jokowi terlalu ngeGas di infrastruktur, kurang fokus memberi angin segar ntk perush produksi, akhirnya hutang negara melambung, pajak meroket, perush"" banyak yg gulung tikar, pindah produksi ke negara lain.
alhasil PHK meningkat... daya beli masyarakat menurun."
"$MDKA hancurkan ndar, siap tampung..", siap nampung perusahaan rugi?
"$MDKA hancurkan ndar, siap tampung..",siap nampung perusahaan rugi?
"Lagi heboh saham NVIDIA ngalahin marcap APPLE di bursa US. NVDA produksi Processors berbasis Graphics yg cocok buat AI kalo processors yg biasa kita tau seperti INTEL itu processors berbasis CPU itu kurang cocok buat AI. Satu lagi growth penjualan NVDA itu datang dari industry crypto $BTC karena validator crypto juga pakenya Graphics Processors atau GPU.
Jadi market mengapresiasi saham NVDA karena dimasa yg akan datang growth AI akan meningkat pesat.
Buat investor cumi2 $IHSG kalian jgn berkecil hati karena kalian bisa ikut menikmati cuan dari pesatnya perkembangan AI di bursa konoha.
Saham apakah yg terdampak dgn perkembangan AI ? Tak lain & tak bukan adalah saham produsen tembaga.
Saham produsen tembaga di bursa lucu2an ini ada dua : $MDKA & $AMMN
Kalo mdka ada kendala di smelter tembaga dia ga punya. Kalo pemerintah larang ekspor konsentrat tembaga mulai 2025 & seterusnya maka mdka dipastikan akan amsyong.
Kalo Amman smelter tembaga semester 2 2024 udah mulai beroperasi jadi tidak ada problem dgn larangan ekspor.
Secara pergerakan harian Amman mungkin agak malu2 tapi in the long run you know you can't beat it.
$BREN",$TBMS GK masuk bang?
"Lagi heboh saham NVIDIA ngalahin marcap APPLE di bursa US. NVDA produksi Processors berbasis Graphics yg cocok buat AI kalo processors yg biasa kita tau seperti INTEL itu processors berbasis CPU itu kurang cocok buat AI. Satu lagi growth penjualan NVDA itu datang dari industry crypto $BTC karena validator crypto juga pakenya Graphics Processors atau GPU.
Jadi market mengapresiasi saham NVDA karena dimasa yg akan datang growth AI akan meningkat pesat.
Buat investor cumi2 $IHSG kalian jgn berkecil hati karena kalian bisa ikut menikmati cuan dari pesatnya perkembangan AI di bursa konoha.
Saham apakah yg terdampak dgn perkembangan AI ? Tak lain & tak bukan adalah saham produsen tembaga.
Saham produsen tembaga di bursa lucu2an ini ada dua : $MDKA & $AMMN
Kalo mdka ada kendala di smelter tembaga dia ga punya. Kalo pemerintah larang ekspor konsentrat tembaga mulai 2025 & seterusnya maka mdka dipastikan akan amsyong.
Kalo Amman smelter tembaga semester 2 2024 udah mulai beroperasi jadi tidak ada problem dgn larangan ekspor.
Secara pergerakan harian Amman mungkin agak malu2 tapi in the long run you know you can't beat it.
$BREN",kalau di wakanda udah kena FCA
"Lagi heboh saham NVIDIA ngalahin marcap APPLE di bursa US. NVDA produksi Processors berbasis Graphics yg cocok buat AI kalo processors yg biasa kita tau seperti INTEL itu processors berbasis CPU itu kurang cocok buat AI. Satu lagi growth penjualan NVDA itu datang dari industry crypto $BTC karena validator crypto juga pakenya Graphics Processors atau GPU.
Jadi market mengapresiasi saham NVDA karena dimasa yg akan datang growth AI akan meningkat pesat.
Buat investor cumi2 $IHSG kalian jgn berkecil hati karena kalian bisa ikut menikmati cuan dari pesatnya perkembangan AI di bursa konoha.
Saham apakah yg terdampak dgn perkembangan AI ? Tak lain & tak bukan adalah saham produsen tembaga.
Saham produsen tembaga di bursa lucu2an ini ada dua : $MDKA & $AMMN
Kalo mdka ada kendala di smelter tembaga dia ga punya. Kalo pemerintah larang ekspor konsentrat tembaga mulai 2025 & seterusnya maka mdka dipastikan akan amsyong.
Kalo Amman smelter tembaga semester 2 2024 udah mulai beroperasi jadi tidak ada problem dgn larangan ekspor.
Secara pergerakan harian Amman mungkin agak malu2 tapi in the long run you know you can't beat it.
$BREN",apakah $MDKA bisa pinjem smelter nya $AMMN gitu ga sih bang?
"Lagi heboh saham NVIDIA ngalahin marcap APPLE di bursa US. NVDA produksi Processors berbasis Graphics yg cocok buat AI kalo processors yg biasa kita tau seperti INTEL itu processors berbasis CPU itu kurang cocok buat AI. Satu lagi growth penjualan NVDA itu datang dari industry crypto $BTC karena validator crypto juga pakenya Graphics Processors atau GPU.
Jadi market mengapresiasi saham NVDA karena dimasa yg akan datang growth AI akan meningkat pesat.
Buat investor cumi2 $IHSG kalian jgn berkecil hati karena kalian bisa ikut menikmati cuan dari pesatnya perkembangan AI di bursa konoha.
Saham apakah yg terdampak dgn perkembangan AI ? Tak lain & tak bukan adalah saham produsen tembaga.
Saham produsen tembaga di bursa lucu2an ini ada dua : $MDKA & $AMMN
Kalo mdka ada kendala di smelter tembaga dia ga punya. Kalo pemerintah larang ekspor konsentrat tembaga mulai 2025 & seterusnya maka mdka dipastikan akan amsyong.
Kalo Amman smelter tembaga semester 2 2024 udah mulai beroperasi jadi tidak ada problem dgn larangan ekspor.
Secara pergerakan harian Amman mungkin agak malu2 tapi in the long run you know you can't beat it.
$BREN",apakah $MDKA bisa pinjem smelter nya $AMMN gitu ga sih bang?
"$MDKA bantingan super, komoditas amburadull",buki..hahaha
"$MDKA bantingan super, komoditas amburadull"," berita yg berefar ada tambang baru, ehh ternyata pancingan akhirnya jadi perangkap hancurlah .."
"$MDKA hati2 jebol 2,400
tapi kayaknya mantul nih 💪💪💪",buki sampai harga pv kemrin 2100.
"$MDKA hati2 jebol 2,400
tapi kayaknya mantul nih 💪💪💪"," Syukurlah harga turun, bisa nyicil lagi"
"$MDKA hati2 jebol 2,400
tapi kayaknya mantul nih 💪💪💪","tenang panjang nyicilnya sampai pv tahap 3 selesai.
konsesi bsi habis tahun ini utk tambang gold, mungkin sudah perpanjang lg. skrg proses izin utk tambang bawah tanah tembaga dan pembuangn limbah.

project bsi copper baru produksi 2027. utk gold sistem tambang terbuka...sudah mau habis.

kita liat seberapa banyak dana yg masuk. takutnya dana yg masuk hanya dr kupon obligasi mdka sendiri. wkwkwkw....
atau kl bagus lagi....hutang langsung konversi saham aja jgn kelamaan. sun indonesia jg mulai tersendat.

tapi overall cukup baguslah...belanja modalnya kenceng.

hanya sekedar asumsi...bukan saran jual atau beli."
"$MDKA hati2 jebol 2,400
tapi kayaknya mantul nih 💪💪💪","ngeliat LK Q1 2024 ngga bro, kenapa biaya pengolahannya bisa gede bgt?"
"$MDKA hati2 jebol 2,400
tapi kayaknya mantul nih 💪💪💪",uang solar untuk alat berat nya di tilep kali ya wkwkwk.. jadi banyak pengeluaran operasional
"PANTAU SAHAM $MDKA
MDKA kembali memasuki area demandnya di 2220-2360, ada potensi MDKA sideways dulu sebelum naik dan menguji area resistennya kembali, selama di atas area demand maka MDKA sangat cocok untuk di watchlist. Cek analisa lainnya di profil https://stockbit.com/#/AnTekSaham?source=8

#DYOR

RANDOM TAG
$BRPT $CUAN $BATR $ATLA",KALO JEBOL AUTO JADI DOUBLE TOP
"PANTAU SAHAM $MDKA
MDKA kembali memasuki area demandnya di 2220-2360, ada potensi MDKA sideways dulu sebelum naik dan menguji area resistennya kembali, selama di atas area demand maka MDKA sangat cocok untuk di watchlist. Cek analisa lainnya di profil https://stockbit.com/#/AnTekSaham?source=8

#DYOR

RANDOM TAG
$BRPT $CUAN $BATR $ATLA","prediksinya 730 hari, tp candle yg ditampilkan kebelakang hanya beberapa gari bursa.. kenapa ga yakin sama analisa sendiri?"
$MDKA bantingan smack down 🔥🔥🔥,menjelang tutupan baru banting. sepi sekali transaksi hari ini..
merah merona $MDKA…,$MDKA tanpa ada perlawanan....bukiiii
"$INCO koreksi-nya keras jg🧐

ada apa ini?

$MBMA $NCKL dkk…",NICKEL Banjir dr Indonesia…
"$INCO koreksi-nya keras jg🧐

ada apa ini?

$MBMA $NCKL dkk…","harga $NICKEL ambrolll bossskuhhhh,, Terbakar lah $INCO muuuhhhhhh"
"$INCO koreksi-nya keras jg🧐

ada apa ini?

$MBMA $NCKL dkk…","turunin dulu wak, biar bisa haka aku"
"Tambang Nickel dan Hilirisasinya untuk menjadi bagian dari Ekosistem industri EV dunia, kenyataan atau msh mimpi sih?
$MBMA $NCKL $INCO $ANTM $HRUM",bukan mimpi..tapi mengigau
"$INCO support 4350 dan 4150
resist 4650-4700","menurun lagi ini, harga nickel makin turun"
"$INCO support 4350 dan 4150
resist 4650-4700",turun aja lagi gapapa... mau nadah
"$INCO support 4350 dan 4150
resist 4650-4700",kenapa om kok pengen beli $INCO ??
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)",avd tuh kak tlkm
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)",udah hijau bang 🥺
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)", mantap kak😁 btw dananya banyak itu tabungan apa pakai dana talangan Stockbit kak
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)",dana sendiri om untungnya 😇
"Update portofolio ytd per tanggal 07 Juni 2024

Summary 1 bulan: Jual emiten komoditas $INCO, terima deviden dari $ASII & $TLKM, average down perbankan $BBNI dll, beli emiten komoditas (rahasia 😁)",total realisasi nya sama dengan total equity saya😭
"$INCO RUPST hati senin tgl 10 Juni 2024,
Semoga deviden dengan DPR 100% seperti ANTM. Aminnn. 426 per lembar.
Berkah 😇",inco punya cash bwrapa om ??
"$INCO LQ 1 2024 disimpan lama banget bahkan sudah mendekati jadwal rups, jgn jgn sama kek $MDKA di simpan lama ada indikasi rungkad? hehe $IHSG", dgn harga tiba tiba anjlok begini sepertinya sudah ada yg tahu terlebih dahulu Q1 heheh $INCO tapi semoga Q1 baik jadi bisa masuk $IHSG
"$INCO LQ 1 2024 disimpan lama banget bahkan sudah mendekati jadwal rups, jgn jgn sama kek $MDKA di simpan lama ada indikasi rungkad? hehe $IHSG","Lagi diaudit om, soalnya mau divestasi saham ada pengendali baru jadi LK terbaru harus diaudit sedetail mungkin. Lagian kan udah diumumin tuh di keterbukaan informasi 2 bulan lalu"
"hari ini sy berhasil cuan dr Margin yg kemarin...

$INCO 4450 ke 4520
+1,57%

$MBMA 585 ke 600
+2,5%

$PGAS 1580 ke 1605
+1,58%


🎲🤡🚀

jgn Euforia, cukup konsisten, sabar aja..",Pake Margin belinya bang?
"hari ini sy berhasil cuan dr Margin yg kemarin...

$INCO 4450 ke 4520
+1,57%

$MBMA 585 ke 600
+2,5%

$PGAS 1580 ke 1605
+1,58%


🎲🤡🚀

jgn Euforia, cukup konsisten, sabar aja..",$MBMA buyback lagi om?
"hari ini sy berhasil cuan dr Margin yg kemarin...

$INCO 4450 ke 4520
+1,57%

$MBMA 585 ke 600
+2,5%

$PGAS 1580 ke 1605
+1,58%


🎲🤡🚀

jgn Euforia, cukup konsisten, sabar aja..",$INCO sdh lama nggak ngelirik saham ini sejak diambil alih
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?," 3050 kyknya, itu udh ada post baru"
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?,emang pembagian dividen inco kpn bro? @ImamC
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?, ada yg tau ga kalo kita jual right/warrant itu pajaknya gmn ?
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?,pusing bgt sama inco mending CL atau hold aja ya????
Apa benar besok cumdate right issue nya $INCO ? Ada yang tau harga tebusnya berapa?,nitip sendal
"$INCO nyangkut lg, mantap👍"," letoi ini saham,,,,abang ku,,,"
"$INCO nyangkut lg, mantap👍",minus brp om? w udh -10.4%
"$INCO nyangkut lg, mantap👍","(-3%, hajar pucuk ya"
"$INCO nyangkut lg, mantap👍"," average 4.839 om denger berita divestasi, dividend eh malah Gini nasib nya aduhh 😭 pengen CL tpi sayang perusahaan bagus jg"
"$INCO nyangkut lg, mantap👍", iya paling nunggu agak lama dikit
$INCO ada yg tau kabar rups inco ?? bocoran dividen pls,dividen 1000
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩","terus buat apa Saldo Kas $INCO 10 Triliun lebih itu?
bukannya dibagi ke shareholder malah minta duit.

Duh ngeri skrg gcg nya diragukan"
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",Right issue itu hanya jalan pemerintah jadi mayoritas $INCO. Yg wajib nambah modal cuma pemerintah. Investor lain tidak wajib.
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩","Tp hrgnya bakal di bw turun om, mau ga mau jd tebus ri buat avg down"
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩","ada proyek di sulawesi , butuh dana juga"
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",sejak kapan tebus ri itu wajib ?? mau tebus untuk avg down itu hak masing2 dan bukan kewajiban. lagian investor retail delusinya ga ngaruh apa2 😄
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",dasarnya bilang ancur apa nih? kas dan laba $INCO masih besar. tdk bagi deviden bukan berarti keuangan dan manajemen jelek.
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",Plg nanti tebus ri pk duit dividen shm lain kanbs🤭 ane py 55lot inco ave 5940 ud hold lama sih😎 tp biarkan aj krn emg inco bt shm longterm investment
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",benar pak buat long term sangat bagus prospeknya asal jgn mikirin short term aja 🤭😀
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩","perlu hati2 pula...long term tdk jamin bagus, byk yg cuma fluktuasi dan turun perlahan2"
"$INCO gini nih klo udah dipegang pemerintah, bukannya bagi dividen malah suruh tambah modal.. 😪😪😓🇮🇩",benar bisa dilihat Dari $PTBA $ANTM $TINS semoga $INCO tidak bernasib sama ya😭
"$INCO mantap🤡

kmrn msuk 4260
pagi ke 4320 julan

now 4160-4170 🚀",gini kah😂
$INCO jebol support sepertinya,otw 3800
$INCO jebol support sepertinya,diemin aja entar juga turun sendiri..ngapain di beli
"pasar gak kondusif ditambah rupiah terus melemah, semua saham pada banyak all time low, hindari saham yang penghasilannya banyak gunaian rupiah macam $GOTO

incer saham2 yang berpenghasilan dollar saja kalau mau nekat masuk, atau beralih ke crypto, suram bursa indonesia sekarang ditambah kebijakannya yang makin aneh

recomend $INKP $ADRO $INCO $MEDC

pemerintah terlalu gaya2an gunain apbn, ditambah agenda makan siang gratis tahun depan, rupiah mata uang paling tertekan dibanding negara asean lain",oke gas oke gas😂
"pasar gak kondusif ditambah rupiah terus melemah, semua saham pada banyak all time low, hindari saham yang penghasilannya banyak gunaian rupiah macam $GOTO

incer saham2 yang berpenghasilan dollar saja kalau mau nekat masuk, atau beralih ke crypto, suram bursa indonesia sekarang ditambah kebijakannya yang makin aneh

recomend $INKP $ADRO $INCO $MEDC

pemerintah terlalu gaya2an gunain apbn, ditambah agenda makan siang gratis tahun depan, rupiah mata uang paling tertekan dibanding negara asean lain",dollar juga potensi crash
"pasar gak kondusif ditambah rupiah terus melemah, semua saham pada banyak all time low, hindari saham yang penghasilannya banyak gunaian rupiah macam $GOTO

incer saham2 yang berpenghasilan dollar saja kalau mau nekat masuk, atau beralih ke crypto, suram bursa indonesia sekarang ditambah kebijakannya yang makin aneh

recomend $INKP $ADRO $INCO $MEDC

pemerintah terlalu gaya2an gunain apbn, ditambah agenda makan siang gratis tahun depan, rupiah mata uang paling tertekan dibanding negara asean lain"," kan baru potensi kalau sampai the fed gak turunin suku bunga sampai tahun depan bisa crash parah rupiah, yang bagus mata uang malaysia, thailand, sama singapura, mereka bisa sangat stabil mata uangnya karena exportnya tinggi jadi punya banyak cadangan devisa buat intervensi dollar"
siap siap turun kan muatan bakalan ada sesuatu wkwk $INCO,prettttt
siap siap turun kan muatan bakalan ada sesuatu wkwk $INCO, sesuatu apa tuh
siap siap turun kan muatan bakalan ada sesuatu wkwk $INCO,Mau right issue
$INCO dikasih lagi 4160 ? 🧐🤡,itu $INCO bg 😭 bkn INKP
$INCO dikasih lagi 4160 ? 🧐🤡,"oh iy, terima kasih🚀"
"$INCO MENOLAK HIJAU‼️🤡

11 hari closing MERAH terus.

kapan hijau-nya?

mingdep? 🧐","Harap maklum harga nickel lg jatuh terus, siapkan cash untuk haka saja 😁"
"$INCO MENOLAK HIJAU‼️🤡

11 hari closing MERAH terus.

kapan hijau-nya?

mingdep? 🧐",kemungkinan akan turun lagi masuk tunggu selesai ring issue pengalaman pribadi setelah ring issue akan membentuk harga baru
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,harus punya minim 17 lot saham inco baru nanti dikasih gratis inco-r terus bisa ditebus diharga 3050
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,cara tebus nya gmn ya?
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,klo kurang dr 17 lot gmna om?
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,owalah sesuai perbandingan right issue ya itu ya bang. banyak juga yak 17 lot 🤣. thanks a lot bang ilmunya
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,gak dapat gratisan inco-r karna minim 17lot inco baru dapet 1 inco-r
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,cara tebusnya itu gimana yah?
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,"beli aja bsk pas tgl 24 ud dijual r nya, kl holder lama minimal 17 lot dpt 1"
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,nanti nongol di stockbit. namanya INCO-R. kaya 1 emiten gitu. isinya n lot
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,di stockbit ntar muncul bu. dibawah inco. namanya INCO-R
$INCO cumdate right issue itu maksutnya gimana ya? apa nanti bakal bisa beli saham harga 3050 kalo udah punya saham sebelumnya?,gausah ditebus bang wkkw
$INCO syarat buat pemegang saham lama Dapetin Right Issue INCO apa ya?,Jadi pemegang saham sebelum exdate
$INCO syarat buat pemegang saham lama Dapetin Right Issue INCO apa ya?,beli pas tgl 24 dijual kok kl pgn r ny
"nikel pada longsor
bisa lebih 30% anjloknya ini sblm naik lagi
klo msh minus kurang dri 10% lebih baik jual kemudian jemput lagi di harga yg lebih rendah
$INCO $NICL $NIKL $KKGI $MBMA",mending kluar dlu aj....
"nikel pada longsor
bisa lebih 30% anjloknya ini sblm naik lagi
klo msh minus kurang dri 10% lebih baik jual kemudian jemput lagi di harga yg lebih rendah
$INCO $NICL $NIKL $KKGI $MBMA",INCO gimana bang? udh minus 1jt lbh
"nikel pada longsor
bisa lebih 30% anjloknya ini sblm naik lagi
klo msh minus kurang dri 10% lebih baik jual kemudian jemput lagi di harga yg lebih rendah
$INCO $NICL $NIKL $KKGI $MBMA","aman aja nanti juga naik lagi walaupun Gak sekarang.
soalnya pas bulan februari 2024 mind id milik pemerintah mengakuisisi 14% an beli saham ny inco ini aja udh 20% an.
apalagi Prabowo lanjutin nikel 😶‍🌫️tapi utk saat ini udh longsor nanti juga bakalan naik😁 klo buat trading syg aja dana nya ketahan maksud nya gitu sihh"
"nikel pada longsor
bisa lebih 30% anjloknya ini sblm naik lagi
klo msh minus kurang dri 10% lebih baik jual kemudian jemput lagi di harga yg lebih rendah
$INCO $NICL $NIKL $KKGI $MBMA", $INCO kalau gakuat hold lebih baik CL…
"$INCO May be hit earlier 😉, btw harga nikel terjun bebas entah dimana bottomnya ☕",bottomny di 9000-10000 kalo nikel
"$ASII $INDF $TLKM $ICBP kenceng nih 2 hari terakhir

yg agak lesu si bapak $BBRI, artinya dikasi kesempatan lagi nih untuk nyerok.",om wen yg bikin kenceng apa ya?
"Emiten yang kuat di tengah badai IHSG hari ini :

$BJTM $SMGR $ICBP SMDR $MTWI

$SMDR susah banget dapat cuk, IHSG Drop tetap strong 😳",mtwi up up
"Emiten yang kuat di tengah badai IHSG hari ini :

$BJTM $SMGR $ICBP SMDR $MTWI

$SMDR susah banget dapat cuk, IHSG Drop tetap strong 😳",MDKA baklan Ancur ga sih mas ?
"Emiten yang kuat di tengah badai IHSG hari ini :

$BJTM $SMGR $ICBP SMDR $MTWI

$SMDR susah banget dapat cuk, IHSG Drop tetap strong 😳",view nya masih sama kah om smdr klo jebol 290?
"Seperti yang saya informasikan, beberapa bulan lalu. Baik RUPS $ICBP dan $INDF memerlukan reservasi. Mudah-mudahan dividen baik!",Ini daftr nya jamberapa pak?
"Seperti yang saya informasikan, beberapa bulan lalu. Baik RUPS $ICBP dan $INDF memerlukan reservasi. Mudah-mudahan dividen baik!","iya $UNVR jg pakai link reservasi, tapi kok belum ada konfirmasi apapun padahal berhazil submit?"
"Seperti yang saya informasikan, beberapa bulan lalu. Baik RUPS $ICBP dan $INDF memerlukan reservasi. Mudah-mudahan dividen baik!","udh bisa diakses dari jam 12 malem kak, kalau saya daftarnya jam set 6 masih dapet"
"Seperti yang saya informasikan, beberapa bulan lalu. Baik RUPS $ICBP dan $INDF memerlukan reservasi. Mudah-mudahan dividen baik!", sebel jam 10 pagi udh full
